timestamp,building,floor,washroom,occupancy,water_flow_lpm,flush_count,sensor_status
2026-09-19 14:45:00,Block C,Floor 2,Washroom 4,5,1.21,0,Healthy
2026-09-19 15:00:00,Block C,Floor 2,Washroom 4,13,2.29,0,Healthy
2026-09-19 15:15:00,Block C,Floor 2,Washroom 4,16,3.2,6,Healthy
2026-09-19 15:30:00,Block C,Floor 2,Washroom 4,12,2.36,4,Healthy
2026-09-19 15:45:00,Block C,Floor 2,Washroom 4,4,0.89,0,Healthy
2026-09-19 16:00:00,Block C,Floor 2,Washroom 4,7,1.47,2,Healthy
2026-09-19 16:15:00,Block C,Floor 2,Washroom 4,9,1.85,2,Healthy
2026-09-19 16:30:00,Block C,Floor 2,Washroom 4,11,2.23,2,Healthy
2026-09-19 16:45:00,Block C,Floor 2,Washroom 4,11,2.04,1,Healthy
2026-09-19 17:00:00,Block C,Floor 2,Washroom 4,13,2.61,3,Healthy
2026-09-19 17:15:00,Block C,Floor 2,Washroom 4,5,1.28,0,Healthy
2026-09-19 17:30:00,Block C,Floor 2,Washroom 4,8,1.99,2,Healthy
2026-09-19 17:45:00,Block C,Floor 2,Washroom 4,11,2.09,1,Healthy
2026-09-19 18:00:00,Block C,Floor 2,Washroom 4,12,2.15,1,Healthy
2026-09-19 18:15:00,Block C,Floor 2,Washroom 4,2,0.64,1,Healthy
2026-09-19 18:30:00,Block C,Floor 2,Washroom 4,0,0.0,0,Healthy
2026-09-19 18:45:00,Block C,Floor 2,Washroom 4,1,0.25,1,Healthy
2026-09-19 19:00:00,Block C,Floor 2,Washroom 4,3,0.57,0,Healthy
2026-09-19 19:15:00,Block C,Floor 2,Washroom 4,0,0.41,0,Healthy
2026-09-19 19:30:00,Block C,Floor 2,Washroom 4,2,0.93,0,Healthy
2026-09-19 19:45:00,Block C,Floor 2,Washroom 4,1,0.22,0,Healthy
2026-09-19 20:00:00,Block C,Floor 2,Washroom 4,2,0.49,1,Healthy
2026-09-19 20:15:00,Block C,Floor 2,Washroom 4,1,0.74,0,Healthy
2026-09-19 20:30:00,Block C,Floor 2,Washroom 4,4,0.93,2,Healthy
2026-09-19 20:45:00,Block C,Floor 2,Washroom 4,2,0.69,0,Healthy
2026-09-19 21:00:00,Block C,Floor 2,Washroom 4,0,0.0,0,Healthy
2026-09-19 21:15:00,Block C,Floor 2,Washroom 4,0,0.17,0,Healthy
2026-09-19 21:30:00,Block C,Floor 2,Washroom 4,1,0.0,1,Healthy
2026-09-19 21:45:00,Block C,Floor 2,Washroom 4,5,0.79,0,Healthy
2026-09-19 22:00:00,Block C,Floor 2,Washroom 4,4,0.95,1,Healthy
2026-09-19 22:15:00,Block C,Floor 2,Washroom 4,2,0.65,0,Healthy
2026-09-19 22:30:00,Block C,Floor 2,Washroom 4,3,0.44,0,Healthy
2026-09-19 22:45:00,Block C,Floor 2,Washroom 4,2,0.4,0,Healthy
2026-09-19 23:00:00,Block C,Floor 2,Washroom 4,1,0.14,0,Healthy
2026-09-19 23:15:00,Block C,Floor 2,Washroom 4,0,0.21,0,Healthy
2026-09-19 23:30:00,Block C,Floor 2,Washroom 4,3,0.09,1,Degraded
2026-09-19 23:45:00,Block C,Floor 2,Washroom 4,2,0.0,0,Degraded
2026-09-20 00:00:00,Block C,Floor 2,Washroom 4,1,0.05,0,Degraded
2026-09-20 00:15:00,Block C,Floor 2,Washroom 4,2,0.0,0,Degraded
2026-09-20 00:30:00,Block C,Floor 2,Washroom 4,2,0.04,0,Degraded
2026-09-20 00:45:00,Block C,Floor 2,Washroom 4,0,0.0,0,Healthy
2026-09-20 01:00:00,Block C,Floor 2,Washroom 4,1,0.3,0,Healthy
2026-09-20 01:15:00,Block C,Floor 2,Washroom 4,3,0.91,0,Healthy
2026-09-20 01:30:00,Block C,Floor 2,Washroom 4,0,0.26,0,Healthy
2026-09-20 01:45:00,Block C,Floor 2,Washroom 4,2,0.69,1,Healthy
2026-09-20 02:00:00,Block C,Floor 2,Washroom 4,0,0.28,2,Healthy
2026-09-20 02:15:00,Block C,Floor 2,Washroom 4,1,0.48,0,Healthy
2026-09-20 02:30:00,Block C,Floor 2,Washroom 4,1,0.58,1,Healthy
2026-09-20 02:45:00,Block C,Floor 2,Washroom 4,0,0.25,0,Healthy
2026-09-20 03:00:00,Block C,Floor 2,Washroom 4,0,0.02,1,Healthy
2026-09-20 03:15:00,Block C,Floor 2,Washroom 4,0,0.04,0,Healthy
2026-09-20 03:30:00,Block C,Floor 2,Washroom 4,3,0.84,0,Healthy
2026-09-20 03:45:00,Block C,Floor 2,Washroom 4,1,0.36,0,Healthy
2026-09-20 04:00:00,Block C,Floor 2,Washroom 4,0,0.0,0,Healthy
2026-09-20 04:15:00,Block C,Floor 2,Washroom 4,0,0.18,0,Healthy
2026-09-20 04:30:00,Block C,Floor 2,Washroom 4,0,0.15,0,Healthy
2026-09-20 04:45:00,Block C,Floor 2,Washroom 4,2,0.51,1,Healthy
2026-09-20 05:00:00,Block C,Floor 2,Washroom 4,2,0.7,1,Healthy
2026-09-20 05:15:00,Block C,Floor 2,Washroom 4,3,0.66,1,Healthy
2026-09-20 05:30:00,Block C,Floor 2,Washroom 4,1,0.04,0,Healthy
2026-09-20 05:45:00,Block C,Floor 2,Washroom 4,3,0.51,0,Healthy
